Op;DataLogCdc;IDFaturamento;IDEletroposto;IDCliente;StatusPagamento;ValorPagamento;DataTransacao
UPDATE;2026-04-14 00:07:32;FAT_822;ELETRO_326;IDCliente_85;Cancelado;189.52;2026-04-11 12:07:32
INSERT;2026-01-23 11:25:23;FAT_823;ELETRO_156;IDCliente_57;Pendente;263.92;2026-01-23 11:25:23
INSERT;2026-04-19 12:30:48;FAT_824;ELETRO_77;IDCliente_8;Pendente;125.33;2026-04-19 12:30:48
INSERT;2026-02-17 03:49:56;FAT_825;ELETRO_356;IDCliente_61;Pendente;346.61;2026-02-17 03:49:56
UPDATE;2026-02-19 13:49:56;FAT_825;ELETRO_356;IDCliente_61;Cancelado;346.61;2026-02-17 03:49:56
INSERT;2026-02-25 12:14:32;FAT_826;ELETRO_269;IDCliente_14;Pago;270.09;2026-02-25 12:14:32
INSERT;2026-02-16 02:51:10;FAT_827;ELETRO_369;IDCliente_11;Pago;119.42;2026-02-16 02:51:10
INSERT;2026-04-22 01:50:58;FAT_828;ELETRO_89;IDCliente_44;Pago;304.26;2026-04-22 01:50:58
INSERT;2026-03-12 09:07:56;FAT_829;ELETRO_285;IDCliente_82;Pago;91.94;2026-03-12 09:07:56
INSERT;2026-04-04 13:35:26;FAT_830;ELETRO_4;IDCliente_19;Pendente;252.6;2026-04-04 13:35:26
UPDATE;2026-04-05 13:35:26;FAT_830;ELETRO_4;IDCliente_19;Cancelado;252.6;2026-04-04 13:35:26
INSERT;2026-01-20 00:28:05;FAT_831;ELETRO_18;IDCliente_93;Pendente;105.6;2026-01-20 00:28:05
UPDATE;2026-01-23 10:28:05;FAT_831;ELETRO_18;IDCliente_93;Cancelado;105.6;2026-01-20 00:28:05
INSERT;2026-01-05 11:44:24;FAT_832;ELETRO_168;IDCliente_22;Pendente;66.11;2026-01-05 11:44:24
UPDATE;2026-01-06 21:44:24;FAT_832;ELETRO_168;IDCliente_22;Cancelado;66.11;2026-01-05 11:44:24
INSERT;2026-01-29 00:32:26;FAT_833;ELETRO_290;IDCliente_80;Pendente;274.35;2026-01-29 00:32:26
UPDATE;2026-02-01 06:32:26;FAT_833;ELETRO_290;IDCliente_80;Pago;274.35;2026-01-29 00:32:26
INSERT;2026-04-09 23:38:16;FAT_834;ELETRO_191;IDCliente_33;Pago;141.04;2026-04-09 23:38:16
INSERT;2026-04-28 23:45:40;FAT_835;ELETRO_270;IDCliente_88;Pago;71.39;2026-04-28 23:45:40
INSERT;2026-05-24 03:50:57;FAT_836;ELETRO_448;IDCliente_52;Pago;228.94;2026-05-24 03:50:57
INSERT;2026-04-06 11:42:11;FAT_837;ELETRO_199;IDCliente_61;Pendente;169.27;2026-04-06 11:42:11
UPDATE;2026-04-09 21:42:11;FAT_837;ELETRO_199;IDCliente_61;Cancelado;169.27;2026-04-06 11:42:11
INSERT;2026-02-12 07:27:32;FAT_838;ELETRO_130;IDCliente_33;Pago;104.07;2026-02-12 07:27:32
INSERT;2026-01-22 12:04:40;FAT_839;ELETRO_56;IDCliente_34;Pago;102.53;2026-01-22 12:04:40
INSERT;2026-05-25 10:21:37;FAT_840;ELETRO_22;IDCliente_72;Pendente;243.3;2026-05-25 10:21:37
UPDATE;2026-05-28 11:21:37;FAT_840;ELETRO_22;IDCliente_72;Cancelado;243.3;2026-05-25 10:21:37
INSERT;2026-02-25 21:49:12;FAT_841;ELETRO_210;IDCliente_11;Pendente;81.11;2026-02-25 21:49:12
UPDATE;2026-03-01 00:49:12;FAT_841;ELETRO_210;IDCliente_11;Cancelado;81.11;2026-02-25 21:49:12
INSERT;2026-01-31 07:52:02;FAT_842;ELETRO_402;IDCliente_87;Pago;388.24;2026-01-31 07:52:02
INSERT;2026-01-18 21:49:53;FAT_843;ELETRO_382;IDCliente_35;Pendente;353.6;2026-01-18 21:49:53
UPDATE;2026-01-20 22:49:53;FAT_843;ELETRO_382;IDCliente_35;Pago;353.6;2026-01-18 21:49:53
INSERT;2026-04-04 00:31:03;FAT_844;ELETRO_281;IDCliente_99;Pendente;193.17;2026-04-04 00:31:03
UPDATE;2026-04-06 01:31:03;FAT_844;ELETRO_281;IDCliente_99;Cancelado;193.17;2026-04-04 00:31:03
INSERT;2026-03-03 10:08:29;FAT_845;ELETRO_97;IDCliente_20;Pago;263.26;2026-03-03 10:08:29
INSERT;2026-01-24 11:35:15;FAT_846;ELETRO_346;IDCliente_30;Pago;185.59;2026-01-24 11:35:15
INSERT;2026-02-06 03:26:22;FAT_847;ELETRO_466;IDCliente_97;Pago;188.27;2026-02-06 03:26:22
INSERT;2026-01-13 04:02:53;FAT_848;ELETRO_318;IDCliente_74;Pago;243.13;2026-01-13 04:02:53
INSERT;2026-04-30 02:58:15;FAT_849;ELETRO_26;IDCliente_93;Pago;304.12;2026-04-30 02:58:15
INSERT;2026-04-09 02:40:37;FAT_850;ELETRO_395;IDCliente_78;Pago;84.23;2026-04-09 02:40:37
INSERT;2026-05-16 23:17:13;FAT_851;ELETRO_349;IDCliente_64;Pendente;86.25;2026-05-16 23:17:13
INSERT;2026-01-16 05:45:38;FAT_852;ELETRO_52;IDCliente_42;Pendente;94.01;2026-01-16 05:45:38
UPDATE;2026-01-17 06:45:38;FAT_852;ELETRO_52;IDCliente_42;Cancelado;94.01;2026-01-16 05:45:38
INSERT;2026-04-08 01:06:15;FAT_853;ELETRO_333;IDCliente_98;Pendente;356.59;2026-04-08 01:06:15
INSERT;2026-05-30 05:57:55;FAT_854;ELETRO_210;IDCliente_19;Pago;191.35;2026-05-30 05:57:55
INSERT;2026-05-04 12:48:03;FAT_855;ELETRO_454;IDCliente_69;Pago;231.48;2026-05-04 12:48:03
INSERT;2026-01-19 07:41:00;FAT_856;ELETRO_162;IDCliente_69;Pago;113.32;2026-01-19 07:41:00
INSERT;2026-04-06 04:37:20;FAT_857;ELETRO_468;IDCliente_65;Pago;68.42;2026-04-06 04:37:20
INSERT;2026-03-14 13:58:48;FAT_858;ELETRO_112;IDCliente_55;Pago;383.34;2026-03-14 13:58:48
INSERT;2026-05-19 02:57:38;FAT_859;ELETRO_105;IDCliente_4;Pendente;32.88;2026-05-19 02:57:38
UPDATE;2026-05-21 03:57:38;FAT_859;ELETRO_105;IDCliente_4;Pago;32.88;2026-05-19 02:57:38
INSERT;2026-04-06 00:15:36;FAT_860;ELETRO_213;IDCliente_19;Pendente;182.24;2026-04-06 00:15:36
INSERT;2026-02-13 16:30:58;FAT_861;ELETRO_217;IDCliente_67;Pendente;176.04;2026-02-13 16:30:58
UPDATE;2026-02-16 03:30:58;FAT_861;ELETRO_217;IDCliente_67;Cancelado;176.04;2026-02-13 16:30:58
INSERT;2026-04-15 04:18:27;FAT_862;ELETRO_350;IDCliente_91;Pago;161.31;2026-04-15 04:18:27
INSERT;2026-01-06 23:59:39;FAT_863;ELETRO_95;IDCliente_58;Pago;252.38;2026-01-06 23:59:39
INSERT;2026-04-16 03:52:28;FAT_864;ELETRO_437;IDCliente_100;Pago;159.69;2026-04-16 03:52:28
INSERT;2026-01-15 19:54:06;FAT_865;ELETRO_21;IDCliente_72;Pago;313.23;2026-01-15 19:54:06
INSERT;2026-02-25 22:14:25;FAT_866;ELETRO_46;IDCliente_56;Pago;349.54;2026-02-25 22:14:25
INSERT;2026-02-25 20:05:05;FAT_867;ELETRO_40;IDCliente_43;Pendente;269.61;2026-02-25 20:05:05
UPDATE;2026-02-27 20:05:05;FAT_867;ELETRO_40;IDCliente_43;Pago;269.61;2026-02-25 20:05:05
INSERT;2026-03-04 08:21:15;FAT_868;ELETRO_329;IDCliente_27;Pendente;355.25;2026-03-04 08:21:15
UPDATE;2026-03-06 19:21:15;FAT_868;ELETRO_329;IDCliente_27;Cancelado;355.25;2026-03-04 08:21:15
INSERT;2026-05-16 23:14:27;FAT_869;ELETRO_406;IDCliente_99;Pago;184.26;2026-05-16 23:14:27
INSERT;2026-05-11 00:17:51;FAT_870;ELETRO_106;IDCliente_64;Pendente;92.63;2026-05-11 00:17:51
UPDATE;2026-05-13 01:17:51;FAT_870;ELETRO_106;IDCliente_64;Pago;92.63;2026-05-11 00:17:51
INSERT;2026-02-19 00:07:41;FAT_871;ELETRO_190;IDCliente_44;Pendente;77.45;2026-02-19 00:07:41
UPDATE;2026-02-21 00:07:41;FAT_871;ELETRO_190;IDCliente_44;Cancelado;77.45;2026-02-19 00:07:41
INSERT;2026-05-12 12:01:11;FAT_872;ELETRO_188;IDCliente_48;Pendente;190.93;2026-05-12 12:01:11
UPDATE;2026-05-14 12:01:11;FAT_872;ELETRO_188;IDCliente_48;Cancelado;190.93;2026-05-12 12:01:11
INSERT;2026-04-17 17:21:24;FAT_873;ELETRO_81;IDCliente_77;Pago;53.75;2026-04-17 17:21:24
INSERT;2026-02-24 13:40:50;FAT_874;ELETRO_35;IDCliente_40;Pago;95.26;2026-02-24 13:40:50
INSERT;2026-01-05 15:11:49;FAT_875;ELETRO_292;IDCliente_71;Pago;70.39;2026-01-05 15:11:49
INSERT;2026-05-05 00:11:50;FAT_876;ELETRO_227;IDCliente_45;Pendente;114.57;2026-05-05 00:11:50
INSERT;2026-04-30 11:33:37;FAT_877;ELETRO_321;IDCliente_82;Pendente;304.94;2026-04-30 11:33:37
INSERT;2026-03-19 03:22:20;FAT_878;ELETRO_472;IDCliente_71;Pago;344.17;2026-03-19 03:22:20
INSERT;2026-03-26 20:50:07;FAT_879;ELETRO_241;IDCliente_16;Pago;330.78;2026-03-26 20:50:07
INSERT;2026-01-02 03:25:08;FAT_880;ELETRO_37;IDCliente_59;Pendente;300.96;2026-01-02 03:25:08
INSERT;2026-02-12 02:55:40;FAT_881;ELETRO_286;IDCliente_47;Pendente;338.1;2026-02-12 02:55:40
UPDATE;2026-02-13 11:55:40;FAT_881;ELETRO_286;IDCliente_47;Pago;338.1;2026-02-12 02:55:40
INSERT;2026-04-23 00:54:32;FAT_882;ELETRO_3;IDCliente_72;Pendente;190.24;2026-04-23 00:54:32
INSERT;2026-04-09 03:34:56;FAT_883;ELETRO_107;IDCliente_76;Pendente;102.58;2026-04-09 03:34:56
UPDATE;2026-04-12 04:34:56;FAT_883;ELETRO_107;IDCliente_76;Cancelado;102.58;2026-04-09 03:34:56
INSERT;2026-01-18 11:22:31;FAT_884;ELETRO_22;IDCliente_97;Pago;395.08;2026-01-18 11:22:31
INSERT;2026-02-27 10:40:38;FAT_885;ELETRO_420;IDCliente_27;Pago;268.97;2026-02-27 10:40:38
INSERT;2026-03-01 07:23:08;FAT_886;ELETRO_73;IDCliente_37;Pendente;82.41;2026-03-01 07:23:08
UPDATE;2026-03-02 11:23:08;FAT_886;ELETRO_73;IDCliente_37;Cancelado;82.41;2026-03-01 07:23:08
INSERT;2026-02-22 04:13:16;FAT_887;ELETRO_76;IDCliente_91;Pendente;225.97;2026-02-22 04:13:16
UPDATE;2026-02-25 15:13:16;FAT_887;ELETRO_76;IDCliente_91;Pago;225.97;2026-02-22 04:13:16
INSERT;2026-01-20 08:56:44;FAT_888;ELETRO_193;IDCliente_89;Pago;212.72;2026-01-20 08:56:44
INSERT;2026-03-28 14:27:53;FAT_889;ELETRO_446;IDCliente_27;Pago;92.99;2026-03-28 14:27:53
INSERT;2026-02-28 07:23:05;FAT_890;ELETRO_425;IDCliente_93;Pendente;255.55;2026-02-28 07:23:05
UPDATE;2026-03-02 13:23:05;FAT_890;ELETRO_425;IDCliente_93;Cancelado;255.55;2026-02-28 07:23:05
INSERT;2026-02-16 20:20:55;FAT_891;ELETRO_256;IDCliente_87;Pago;70.46;2026-02-16 20:20:55
INSERT;2026-03-01 00:37:38;FAT_892;ELETRO_491;IDCliente_38;Pendente;58.38;2026-03-01 00:37:38
UPDATE;2026-03-03 08:37:38;FAT_892;ELETRO_491;IDCliente_38;Pago;58.38;2026-03-01 00:37:38
INSERT;2026-05-03 04:44:01;FAT_893;ELETRO_489;IDCliente_3;Pago;145.86;2026-05-03 04:44:01
INSERT;2026-05-12 12:23:37;FAT_894;ELETRO_277;IDCliente_58;Pago;362.46;2026-05-12 12:23:37
INSERT;2026-03-21 16:56:30;FAT_895;ELETRO_440;IDCliente_73;Pago;251.75;2026-03-21 16:56:30
INSERT;2026-01-16 04:28:57;FAT_896;ELETRO_22;IDCliente_65;Pago;49.72;2026-01-16 04:28:57
INSERT;2026-03-24 18:59:48;FAT_897;ELETRO_174;IDCliente_90;Pendente;197.0;2026-03-24 18:59:48
UPDATE;2026-03-25 21:59:48;FAT_897;ELETRO_174;IDCliente_90;Pago;197.0;2026-03-24 18:59:48
INSERT;2026-03-18 11:41:35;FAT_898;ELETRO_119;IDCliente_69;Pago;275.3;2026-03-18 11:41:35
INSERT;2026-02-14 07:54:19;FAT_899;ELETRO_85;IDCliente_19;Pendente;317.3;2026-02-14 07:54:19
UPDATE;2026-02-17 18:54:19;FAT_899;ELETRO_85;IDCliente_19;Pago;317.3;2026-02-14 07:54:19
INSERT;2026-05-15 13:51:10;FAT_900;ELETRO_39;IDCliente_64;Pendente;313.8;2026-05-15 13:51:10
UPDATE;2026-05-17 16:51:10;FAT_900;ELETRO_39;IDCliente_64;Pago;313.8;2026-05-15 13:51:10
INSERT;2026-03-12 13:14:33;FAT_901;ELETRO_202;IDCliente_29;Pago;260.76;2026-03-12 13:14:33
INSERT;2026-01-27 03:16:32;FAT_902;ELETRO_378;IDCliente_82;Pago;76.07;2026-01-27 03:16:32
INSERT;2026-03-09 02:45:53;FAT_903;ELETRO_427;IDCliente_71;Pendente;277.43;2026-03-09 02:45:53
UPDATE;2026-03-10 14:45:53;FAT_903;ELETRO_427;IDCliente_71;Pago;277.43;2026-03-09 02:45:53
INSERT;2026-01-19 04:28:46;FAT_904;ELETRO_63;IDCliente_48;Pago;116.38;2026-01-19 04:28:46
INSERT;2026-05-29 18:11:08;FAT_905;ELETRO_286;IDCliente_15;Pendente;263.25;2026-05-29 18:11:08
UPDATE;2026-06-01 00:11:08;FAT_905;ELETRO_286;IDCliente_15;Pago;263.25;2026-05-29 18:11:08
INSERT;2026-02-18 03:10:04;FAT_906;ELETRO_192;IDCliente_44;Pendente;267.02;2026-02-18 03:10:04
UPDATE;2026-02-21 04:10:04;FAT_906;ELETRO_192;IDCliente_44;Pago;267.02;2026-02-18 03:10:04
INSERT;2026-01-21 19:26:19;FAT_907;ELETRO_209;IDCliente_38;Pago;218.1;2026-01-21 19:26:19
INSERT;2026-02-05 20:26:11;FAT_908;ELETRO_154;IDCliente_52;Pendente;289.76;2026-02-05 20:26:11
UPDATE;2026-02-08 21:26:11;FAT_908;ELETRO_154;IDCliente_52;Cancelado;289.76;2026-02-05 20:26:11
INSERT;2026-03-04 05:13:55;FAT_909;ELETRO_70;IDCliente_54;Pago;147.86;2026-03-04 05:13:55
INSERT;2026-01-28 07:49:10;FAT_910;ELETRO_404;IDCliente_74;Pago;161.31;2026-01-28 07:49:10
INSERT;2026-04-05 12:37:26;FAT_911;ELETRO_102;IDCliente_22;Pendente;389.82;2026-04-05 12:37:26
UPDATE;2026-04-08 18:37:26;FAT_911;ELETRO_102;IDCliente_22;Pago;389.82;2026-04-05 12:37:26
INSERT;2026-05-14 13:29:04;FAT_912;ELETRO_149;IDCliente_43;Pago;153.31;2026-05-14 13:29:04
INSERT;2026-04-28 14:31:33;FAT_913;ELETRO_105;IDCliente_7;Pendente;274.82;2026-04-28 14:31:33
UPDATE;2026-05-01 01:31:33;FAT_913;ELETRO_105;IDCliente_7;Pago;274.82;2026-04-28 14:31:33
INSERT;2026-01-23 11:30:47;FAT_914;ELETRO_61;IDCliente_66;Pendente;82.98;2026-01-23 11:30:47
UPDATE;2026-01-26 21:30:47;FAT_914;ELETRO_61;IDCliente_66;Cancelado;82.98;2026-01-23 11:30:47
INSERT;2026-02-25 10:04:12;FAT_915;ELETRO_4;IDCliente_13;Pendente;395.16;2026-02-25 10:04:12
UPDATE;2026-02-26 14:04:12;FAT_915;ELETRO_4;IDCliente_13;Pago;395.16;2026-02-25 10:04:12
INSERT;2026-05-03 01:05:12;FAT_916;ELETRO_402;IDCliente_27;Pago;180.09;2026-05-03 01:05:12
INSERT;2026-02-15 10:53:13;FAT_917;ELETRO_133;IDCliente_46;Pendente;62.86;2026-02-15 10:53:13
UPDATE;2026-02-17 16:53:13;FAT_917;ELETRO_133;IDCliente_46;Cancelado;62.86;2026-02-15 10:53:13
INSERT;2026-05-02 01:40:19;FAT_918;ELETRO_162;IDCliente_11;Pago;386.56;2026-05-02 01:40:19
INSERT;2026-05-11 16:49:36;FAT_919;ELETRO_4;IDCliente_93;Pago;245.17;2026-05-11 16:49:36
INSERT;2026-05-20 01:10:03;FAT_920;ELETRO_379;IDCliente_87;Pago;347.14;2026-05-20 01:10:03
INSERT;2026-02-05 02:59:02;FAT_921;ELETRO_304;IDCliente_97;Pago;131.88;2026-02-05 02:59:02
INSERT;2026-05-13 11:09:20;FAT_922;ELETRO_285;IDCliente_44;Pendente;194.18;2026-05-13 11:09:20
INSERT;2026-03-14 19:19:04;FAT_923;ELETRO_328;IDCliente_30;Pago;277.2;2026-03-14 19:19:04
INSERT;2026-05-04 12:30:00;FAT_924;ELETRO_16;IDCliente_44;Pendente;317.78;2026-05-04 12:30:00
UPDATE;2026-05-05 17:30:00;FAT_924;ELETRO_16;IDCliente_44;Pago;317.78;2026-05-04 12:30:00
INSERT;2026-01-22 10:59:00;FAT_925;ELETRO_370;IDCliente_29;Pendente;344.82;2026-01-22 10:59:00
UPDATE;2026-01-23 11:59:00;FAT_925;ELETRO_370;IDCliente_29;Cancelado;344.82;2026-01-22 10:59:00
INSERT;2026-05-21 07:12:20;FAT_926;ELETRO_309;IDCliente_99;Pago;186.96;2026-05-21 07:12:20
INSERT;2026-01-31 13:57:06;FAT_927;ELETRO_330;IDCliente_79;Pendente;217.1;2026-01-31 13:57:06
UPDATE;2026-02-02 22:57:06;FAT_927;ELETRO_330;IDCliente_79;Pago;217.1;2026-01-31 13:57:06
INSERT;2026-04-28 02:59:58;FAT_928;ELETRO_19;IDCliente_46;Pendente;384.37;2026-04-28 02:59:58
INSERT;2026-02-04 13:07:09;FAT_929;ELETRO_469;IDCliente_4;Pendente;259.23;2026-02-04 13:07:09
UPDATE;2026-02-06 01:07:09;FAT_929;ELETRO_469;IDCliente_4;Pago;259.23;2026-02-04 13:07:09
INSERT;2026-04-05 10:16:27;FAT_930;ELETRO_453;IDCliente_46;Pago;394.41;2026-04-05 10:16:27
INSERT;2026-02-14 00:59:05;FAT_931;ELETRO_353;IDCliente_43;Pendente;290.76;2026-02-14 00:59:05
UPDATE;2026-02-15 11:59:05;FAT_931;ELETRO_353;IDCliente_43;Pago;290.76;2026-02-14 00:59:05
INSERT;2026-03-19 00:32:09;FAT_932;ELETRO_231;IDCliente_72;Pago;267.59;2026-03-19 00:32:09
INSERT;2026-02-04 04:09:29;FAT_933;ELETRO_277;IDCliente_25;Pago;174.49;2026-02-04 04:09:29
INSERT;2026-03-12 15:43:16;FAT_934;ELETRO_218;IDCliente_25;Pago;385.13;2026-03-12 15:43:16
INSERT;2026-04-17 19:11:29;FAT_935;ELETRO_9;IDCliente_53;Pago;180.11;2026-04-17 19:11:29
INSERT;2026-05-02 10:29:07;FAT_936;ELETRO_118;IDCliente_83;Pendente;322.84;2026-05-02 10:29:07
UPDATE;2026-05-04 13:29:07;FAT_936;ELETRO_118;IDCliente_83;Pago;322.84;2026-05-02 10:29:07
INSERT;2026-05-06 05:58:22;FAT_937;ELETRO_449;IDCliente_96;Pago;130.12;2026-05-06 05:58:22
INSERT;2026-05-01 04:07:08;FAT_938;ELETRO_263;IDCliente_68;Pago;214.2;2026-05-01 04:07:08
INSERT;2026-05-28 02:47:59;FAT_939;ELETRO_160;IDCliente_92;Pendente;373.39;2026-05-28 02:47:59
UPDATE;2026-05-29 14:47:59;FAT_939;ELETRO_160;IDCliente_92;Cancelado;373.39;2026-05-28 02:47:59
INSERT;2026-05-08 03:50:32;FAT_940;ELETRO_416;IDCliente_29;Pago;44.45;2026-05-08 03:50:32
INSERT;2026-05-24 02:40:20;FAT_941;ELETRO_200;IDCliente_94;Pendente;90.99;2026-05-24 02:40:20
UPDATE;2026-05-25 03:40:20;FAT_941;ELETRO_200;IDCliente_94;Cancelado;90.99;2026-05-24 02:40:20
INSERT;2026-05-09 20:55:19;FAT_942;ELETRO_73;IDCliente_26;Pago;348.18;2026-05-09 20:55:19
INSERT;2026-03-05 18:05:46;FAT_943;ELETRO_184;IDCliente_59;Pago;250.21;2026-03-05 18:05:46
INSERT;2026-05-15 18:33:48;FAT_944;ELETRO_401;IDCliente_20;Pendente;208.99;2026-05-15 18:33:48
UPDATE;2026-05-17 05:33:48;FAT_944;ELETRO_401;IDCliente_20;Pago;208.99;2026-05-15 18:33:48
INSERT;2026-05-20 09:04:53;FAT_945;ELETRO_75;IDCliente_42;Pendente;62.62;2026-05-20 09:04:53
UPDATE;2026-05-21 18:04:53;FAT_945;ELETRO_75;IDCliente_42;Pago;62.62;2026-05-20 09:04:53
INSERT;2026-04-13 04:36:00;FAT_946;ELETRO_247;IDCliente_67;Pago;199.15;2026-04-13 04:36:00
INSERT;2026-05-23 00:17:09;FAT_947;ELETRO_99;IDCliente_73;Pago;51.98;2026-05-23 00:17:09
INSERT;2026-01-02 08:17:34;FAT_948;ELETRO_59;IDCliente_5;Pago;175.46;2026-01-02 08:17:34
INSERT;2026-02-27 03:41:48;FAT_949;ELETRO_29;IDCliente_15;Pendente;182.12;2026-02-27 03:41:48
UPDATE;2026-03-01 12:41:48;FAT_949;ELETRO_29;IDCliente_15;Cancelado;182.12;2026-02-27 03:41:48
INSERT;2026-05-10 00:35:33;FAT_950;ELETRO_287;IDCliente_99;Pendente;117.64;2026-05-10 00:35:33
UPDATE;2026-05-12 12:35:33;FAT_950;ELETRO_287;IDCliente_99;Pago;117.64;2026-05-10 00:35:33
INSERT;2026-03-11 14:50:45;FAT_951;ELETRO_295;IDCliente_36;Pendente;260.05;2026-03-11 14:50:45
UPDATE;2026-03-12 17:50:45;FAT_951;ELETRO_295;IDCliente_36;Cancelado;260.05;2026-03-11 14:50:45
INSERT;2026-01-12 04:39:03;FAT_952;ELETRO_329;IDCliente_72;Pendente;390.4;2026-01-12 04:39:03
UPDATE;2026-01-15 05:39:03;FAT_952;ELETRO_329;IDCliente_72;Pago;390.4;2026-01-12 04:39:03
INSERT;2026-04-15 11:17:00;FAT_953;ELETRO_396;IDCliente_86;Pendente;49.19;2026-04-15 11:17:00
UPDATE;2026-04-16 20:17:00;FAT_953;ELETRO_396;IDCliente_86;Cancelado;49.19;2026-04-15 11:17:00
INSERT;2026-01-07 09:48:08;FAT_954;ELETRO_5;IDCliente_45;Pendente;338.43;2026-01-07 09:48:08
UPDATE;2026-01-09 09:48:08;FAT_954;ELETRO_5;IDCliente_45;Cancelado;338.43;2026-01-07 09:48:08
INSERT;2026-04-19 05:19:06;FAT_955;ELETRO_102;IDCliente_95;Pago;110.77;2026-04-19 05:19:06
INSERT;2026-02-15 09:48:33;FAT_956;ELETRO_101;IDCliente_11;Pago;364.07;2026-02-15 09:48:33
INSERT;2026-03-29 12:49:22;FAT_957;ELETRO_132;IDCliente_69;Pendente;163.28;2026-03-29 12:49:22
UPDATE;2026-03-31 19:49:22;FAT_957;ELETRO_132;IDCliente_69;Pago;163.28;2026-03-29 12:49:22
INSERT;2026-02-19 10:33:00;FAT_958;ELETRO_60;IDCliente_11;Pendente;260.98;2026-02-19 10:33:00
UPDATE;2026-02-22 16:33:00;FAT_958;ELETRO_60;IDCliente_11;Pago;260.98;2026-02-19 10:33:00
INSERT;2026-04-01 16:52:01;FAT_959;ELETRO_312;IDCliente_60;Pago;135.76;2026-04-01 16:52:01
INSERT;2026-02-10 00:46:42;FAT_960;ELETRO_310;IDCliente_72;Pendente;33.99;2026-02-10 00:46:42
UPDATE;2026-02-12 03:46:42;FAT_960;ELETRO_310;IDCliente_72;Pago;33.99;2026-02-10 00:46:42
INSERT;2026-03-22 00:19:21;FAT_961;ELETRO_184;IDCliente_22;Pago;279.58;2026-03-22 00:19:21
INSERT;2026-02-18 10:59:00;FAT_962;ELETRO_97;IDCliente_57;Pendente;352.07;2026-02-18 10:59:00
INSERT;2026-02-16 19:48:17;FAT_963;ELETRO_355;IDCliente_4;Pago;313.54;2026-02-16 19:48:17
INSERT;2026-03-18 11:33:17;FAT_964;ELETRO_115;IDCliente_83;Pago;242.67;2026-03-18 11:33:17
INSERT;2026-03-17 12:06:34;FAT_965;ELETRO_371;IDCliente_44;Pendente;80.66;2026-03-17 12:06:34
UPDATE;2026-03-19 20:06:34;FAT_965;ELETRO_371;IDCliente_44;Pago;80.66;2026-03-17 12:06:34
INSERT;2026-04-16 00:28:39;FAT_966;ELETRO_310;IDCliente_52;Pago;285.09;2026-04-16 00:28:39
INSERT;2026-02-01 12:44:05;FAT_967;ELETRO_254;IDCliente_13;Pendente;284.25;2026-02-01 12:44:05
UPDATE;2026-02-03 22:44:05;FAT_967;ELETRO_254;IDCliente_13;Cancelado;284.25;2026-02-01 12:44:05
INSERT;2026-02-09 10:36:30;FAT_968;ELETRO_280;IDCliente_88;Pendente;321.76;2026-02-09 10:36:30
UPDATE;2026-02-12 12:36:30;FAT_968;ELETRO_280;IDCliente_88;Cancelado;321.76;2026-02-09 10:36:30
INSERT;2026-05-21 11:07:17;FAT_969;ELETRO_30;IDCliente_9;Pendente;227.18;2026-05-21 11:07:17
INSERT;2026-05-29 02:29:59;FAT_970;ELETRO_273;IDCliente_64;Pago;160.6;2026-05-29 02:29:59
INSERT;2026-01-04 11:51:22;FAT_971;ELETRO_196;IDCliente_7;Pago;30.96;2026-01-04 11:51:22
INSERT;2026-04-28 04:03:48;FAT_972;ELETRO_423;IDCliente_80;Pendente;86.08;2026-04-28 04:03:48
UPDATE;2026-04-29 16:03:48;FAT_972;ELETRO_423;IDCliente_80;Pago;86.08;2026-04-28 04:03:48
INSERT;2026-03-31 06:22:06;FAT_973;ELETRO_172;IDCliente_37;Pago;219.52;2026-03-31 06:22:06
INSERT;2026-05-02 17:33:13;FAT_974;ELETRO_406;IDCliente_22;Pendente;191.87;2026-05-02 17:33:13
INSERT;2026-03-03 02:30:50;FAT_975;ELETRO_251;IDCliente_12;Pendente;265.94;2026-03-03 02:30:50
UPDATE;2026-03-04 14:30:50;FAT_975;ELETRO_251;IDCliente_12;Cancelado;265.94;2026-03-03 02:30:50
INSERT;2026-04-05 17:19:53;FAT_976;ELETRO_129;IDCliente_35;Pago;110.52;2026-04-05 17:19:53
INSERT;2026-01-22 02:21:12;FAT_977;ELETRO_199;IDCliente_49;Pago;337.46;2026-01-22 02:21:12
INSERT;2026-02-19 07:06:43;FAT_978;ELETRO_212;IDCliente_30;Pago;376.49;2026-02-19 07:06:43
INSERT;2026-05-02 19:34:52;FAT_979;ELETRO_217;IDCliente_35;Pago;378.88;2026-05-02 19:34:52
INSERT;2026-05-15 20:53:23;FAT_980;ELETRO_476;IDCliente_77;Pago;195.72;2026-05-15 20:53:23
INSERT;2026-02-16 04:42:06;FAT_981;ELETRO_399;IDCliente_16;Pago;155.38;2026-02-16 04:42:06
INSERT;2026-04-14 13:28:58;FAT_982;ELETRO_313;IDCliente_56;Pendente;327.92;2026-04-14 13:28:58
INSERT;2026-01-13 12:56:25;FAT_983;ELETRO_331;IDCliente_18;Pendente;343.11;2026-01-13 12:56:25
UPDATE;2026-01-15 16:56:25;FAT_983;ELETRO_331;IDCliente_18;Cancelado;343.11;2026-01-13 12:56:25
INSERT;2026-02-15 03:20:32;FAT_984;ELETRO_335;IDCliente_51;Pendente;130.13;2026-02-15 03:20:32
UPDATE;2026-02-18 06:20:32;FAT_984;ELETRO_335;IDCliente_51;Pago;130.13;2026-02-15 03:20:32
